"_id",uniqueStudentIdCount,uniqueClientIdsCount
oR17p5cfBOHIMiJRj-NqzlrvU1gM,7,2
oR17p5UQ6NWRJsSAyG3qYPo3PMh4,7,1
oR17p5Ze3YS2YSvTdWNKrjG95HNI,7,3
oR17p5RmVatIs7JxRpBV6vYW4tdE,7,1
oR17p5dcYfNWBqMHk-yVq8BIDr6M,7,3
oR17p5U2flD8ZFw2Ci6-njh3tw14,7,1
oR17p5dDIJtntwFnFG0YSvnyBoN4,7,3
oR17p5Udrnx-CNSUfHeTluCW2oZI,7,2
oR17p5SZe3XBYr7jbT2fi1L8q1ew,7,2
oR17p5SRPFBsCg1NUylFhTTi0cWc,7,2
oR17p5Z_DE8P2GWyeSep5c_RS8dw,7,1
oR17p5Rrt2uw_j-eXuYYMLoti_q4,7,1
oR17p5fydXpcdyWEzT3pitzTVPTU,7,2
oR17p5dmA2KYiWjldTc9qx5i5ct0,7,1
oR17p5YMiV64pfhRhpmjEJai9e4c,7,1
oR17p5YbohHDXo3ULAq0Nx4sFMEc,7,2
oR17p5YrrCVsn1bUgSNmXP9xCQuM,7,1
oR17p5eAIEBNatD9fTHvtSFAD1_4,7,3
oR17p5XZPhgWWNnKPHb20JSU9zFw,7,1
oR17p5enc1B9voksmbEqT5-VcFLo,7,3
oR17p5fd_NRB4yvSTqTFfvawUqi4,7,1
oR17p5X17BJgKkTV3ovkDB0r4IvY,7,2
oR17p5YwZiHkZB7TpNTHrHKz4i0s,7,1
oR17p5cTAnqd9CC4jCE_62SEOnUo,7,1
oR17p5ZYib7NvQqS_2GU8AWToXUo,7,1
oR17p5ZYxmgLplZ79U-duX3Rv8t4,7,3
oR17p5cYgBjQQ74P1vXPR7HfGWPA,7,1
oR17p5cXJv6cuxAKGPn94E63dXiw,7,1
oR17p5WHz0srM7NWnNOaK4RQWddE,7,1
oR17p5cHQiUhGfKRGG9-DiKzum2g,7,1
oR17p5SJTh6zJa0Mix1_5sGRAXFM,7,1
oR17p5VB_OdeRO7OeAHWSZNC-2e4,7,1
oR17p5XocO5ikW7rVgoV8CdINJLE,7,3
oR17p5RzDnzaGgxWjuNm_qS_O6Jw,7,2
oR17p5SWCRVFZC7aUMiDrqNv9RPE,7,1
oR17p5UUcl2vAtapX6moCAIvMChQ,7,1
oR17p5VuWErEDkgXM6M2DJU375vs,7,1
oR17p5X6GrYsNs_XIh9v1iu3YGE0,7,1
oR17p5UHbebXLBnRsgymy1MjCp08,7,1
oR17p5d_cNdNQ_gUYB7c8iDAj3wk,7,1
oR17p5fCjQuNj1mdt9k5xjR34908,7,2
oR17p5VLV90JHK6WDb81og5SN9gQ,7,1
oR17p5YURYNIzcF_JRwZhzAbQF9M,7,2
oR17p5V5EdveUau4-iz6TfUsS3yc,7,4
oR17p5U5rDcYKzCwkx0HRUMDSw1M,7,2
oR17p5dCbykdBrl1jqggvyb9eeu8,7,1
oR17p5Y94g9ougmUyosGMzaF2xwo,7,3
oR17p5YMad1hZFlbzcB48QGD4D9E,7,2
oR17p5VnnKnU5FCBNPjXgqSwoGd0,7,1
oR17p5acUwZMM5nmoF9gmV4_cYAM,7,1
oR17p5Zoa55oZ7FlCSo8Bt3jhKks,7,2
oR17p5Zga1AtIiBAfKx2js2r0NgU,7,2
oR17p5fkSvLeiRUM69WaXCcdoX9k,7,1
oR17p5Q1eomFMPC73SB4usuOtzwQ,7,1
oR17p5YUfA3xI-B_ZawfeQ5vtb_E,7,1
oR17p5R9BEwZCX9Ri93pRRtGXmPU,7,3
oR17p5UKjhWslRN3GUX6h3CCGheI,7,2
oR17p5eKq2xu8C89232Qv5R888io,7,1
oR17p5QhfmV7rcJm3TDMElxISNcM,7,2
oR17p5fLO85K9Db58Z5SBL63Ug7k,7,1
oR17p5bhSjeisWXyitfw7xWznpc4,7,2
oR17p5fTV4nBexUkkHPyZyQE4G-w,7,2
oR17p5ccQ7qJYOKNkAdqFLeHK5To,6,1
oR17p5Yegyy8O4CKNFVPTGNMLFTw,6,2
oR17p5TpwyrRNH67OLjCOuG-AvT4,6,1
oR17p5b3NB6KqRkeNnJA22vj6NzY,6,1
oR17p5X4hNrfSq_vPPjZx4msx44U,6,1
oR17p5Zwmz6ZXujcK2BEoCMSthNc,6,1
oR17p5dhUVkfewyBac2ECBltojd4,6,2
oR17p5Ygtimrnc5m5h_NKogiuE98,6,1
oR17p5VWUldoEUI6wAl7jFiQO9GQ,6,1
oR17p5flb8itwn-D5JiBspsO-kvs,6,4
oR17p5YjIf2skn9pOH675Uj6ipRA,6,3
oR17p5Zz9m0pmEHyykBD-pxf9CXY,6,1
oR17p5S6bGmIjtPu5px-xRS1D854,6,2
oR17p5afso7Vx4rhK34jqQ9KB01Q,6,5
oR17p5XiPsgHF7Ot1a5Skf7N881E,6,1
oR17p5Qp9LYcQZLT7SRe03stcX4Y,6,1
oR17p5SxZbmBqH9H2-Ow286BCleA,6,2
oR17p5YbFk0RKrRDoGDMIY9260rQ,6,2
oR17p5X_umnQWYGiIA2ZCz9ANUZY,6,2
oR17p5Zit5t6NDyMzEXpd_dAkCrc,6,1
oR17p5RXIhT9hso1nHwJBZWtGffg,6,4
oR17p5axD6ZSbgNPXgUCvJslGYfg,6,4
oR17p5TND8CHoYocG0_oXb3mJQVA,6,2
oR17p5WJzx1jM_dIp63zFM5WtPuQ,6,1
oR17p5RyhFZlqCH5J28P_vTHAqSM,6,1
oR17p5YpQbja2c_g2hIq-Q_d0gN4,6,2
oR17p5ZW-hV6kZQaqVYeMpAvuaKc,6,1
oR17p5U7R4H0BsClTBDMOucCrxPI,6,1
oR17p5efSrzrDipTkw7jcN_-3CWY,6,2
oR17p5YoHEsdfJ3YTxy7HH8GaYs0,6,1
oR17p5bgOUzrwSIAStBYubhuZE7w,6,1
oR17p5fmVUSiFhzUFI-5EtwgiPc4,6,1
oR17p5f3UYXxrgBksFfX7ODwSWkQ,6,1
oR17p5ZOnA1iPLcXdXtNEXD8Dzn0,6,4
oR17p5YNFTktAN4wxCC-bBM-CIKA,6,1
oR17p5Rns24na5Y8DOloC6_lLQcI,6,2
oR17p5U-IpQktEQbztqfeW8sfP-o,6,1
oR17p5UJkXdECfbJlNgYacdNB8OI,6,2
oR17p5Ts9mMTDJ-q7HFfkusnZ67g,6,1
oR17p5SaiqwRXiyeNFf35jPoHx1M,6,1
oR17p5fwZ_4SG7Ve2Gbd2zxH2TRs,6,1
oR17p5T6bSKXuW2bEwnj-eE5WOJE,6,2
oR17p5fe9B0VPLvpVV1JiQrkGOGs,6,3
oR17p5ccb3yvrIx527b7U2RXPxMA,6,4
oR17p5XfTc_fv6a_sLa9lkLoaIyk,6,2
oR17p5dNuGVrIX822-M-dmV9xRHA,6,2
oR17p5aVhI_LqGo3gNaWL2m_lC3g,6,1
oR17p5a2zBXzm38ZbmG_3vUpNYJA,6,1
oR17p5TX_9Woa8oCz_fq-exvXx6o,6,3
oR17p5YBjnKlLRQDQyeYGsaVKwH4,6,1
oR17p5Y9Rmq6H0ur2w0MH8W2MnQY,6,4
oR17p5XimIiCIiq7HEK1Vm2k59Sk,6,1
oR17p5Vn5z-dkMLQEW3fWE2620yI,6,1
oR17p5ThvEatvwf9wp8P1GsYpy_U,6,3
oR17p5VyoJcWWaFjHcnF7aAQ1pL4,6,2
oR17p5ZEzTL5Mx9ZOs7CEh6NU5EM,6,1
oR17p5dqZMM2fDNvkqV-4OAQRTkg,6,2
oR17p5W_LwiV8_-zFLIfIBig15MM,6,1
oR17p5cdgf0OE0XqUPQ5Avi3dYWE,6,1
oR17p5az5EqIuugS0TGvWZ14AYIg,6,2
oR17p5fRT8-jI7PYawSlMPxNz7IQ,6,2
oR17p5RUVR110AKIBizZHVtwpYsY,6,2
oR17p5UTEPGb9-U_PsdVqZuUg_T0,6,4
oR17p5aezD2zjHk2PJMbFVJuZIMM,6,2
oR17p5fnNCCy2pMJODJvKJYKMRBk,6,5
oR17p5VJKmk-r4Gr_ewDUg6RAhW8,6,2
oR17p5cGmBMpOeSr_SkJj0kEx_KY,6,2
oR17p5Tj31KiysP5wzUuIzDd_Z6A,6,1
oR17p5VljDYcwGAdItsUkwu99FPo,6,2
oR17p5Ydt-GRymPcYupt3a9nMD8Y,6,1
oR17p5S2I-C9Utg-r0Rdhqe6FtWk,6,2
oR17p5ULeSS2YKZspS93pvkIASh4,6,4
oR17p5U00cqtLRiLSbUc4mqYU0J8,6,1
oR17p5aCDVp9-QjTZq_YI1yjuwMU,6,1
oR17p5Rfats3SCkiwfORHA6rFeoo,6,1
oR17p5a4yrlWVvnB4v36SnKOLXbk,6,4
oR17p5dFMj26maFPw-0HhqTVvVeo,6,1
oR17p5czscPtV2X1EbvwZvW93YHI,6,1
oR17p5RpNUqmE1b-GZys0SmbeBm8,6,1
oR17p5WKWYKSgPdkR8hfz4eXCg2g,6,3
oR17p5cSvOR8WwK353PwuobF5I9Q,6,1
oR17p5aTSzCDIjgMcNCr0rBFJ9oA,6,1
oR17p5TjaevazL0yMzUo5wZ1eW2M,6,2
oR17p5bV1utdcLMY9BhapFY6X4Qg,6,3
oR17p5UD9s3Fergg8GUBQXoqeNAk,6,1
oR17p5VuruhtRshayxO5kmUIIrbc,6,1
oR17p5QdeUe6IS3ZefIo4LRqixYg,6,4
oR17p5XUBKLZ9DvFVydHlCi3NHvQ,6,4
oR17p5T2HvxNPAhkqi3Efp28i0wc,6,2
oR17p5SfAueRjFN3OIkWPU3uv3cg,6,3
oR17p5SOfgg95DsF-o2lYlUYUwKE,6,1
oR17p5WLgJtTP6HTr8mCXnOoT2P0,6,1
oR17p5RHIdVHbEzTmV_1EP955mgQ,6,1
oR17p5X4kU5h7tmWiGxzgiCW324c,6,1
oR17p5RepA7mFO12hMIGMkfAZh4Q,6,1
oR17p5TZZlKXus-C4Qp0AZB-DMS0,6,4
oR17p5Un0z88UnISHiCBj47RS-iM,6,4
oR17p5TFDt504yt-VM_uzUCr1J28,6,3
oR17p5SRKMsm88BskziwPBNQG5vw,6,1
oR17p5WI6DqXrZgn2R34rfWdGUJk,6,3
oR17p5cz9IaX-_PUqozSektQPobs,6,1
oR17p5VVoi7JDowfb2dQ81-5vxyM,6,2
oR17p5SJNFbyN2QZXH-wxz_594Tk,6,2
oR17p5XM8uJdNvis9e28lskpY3xw,6,1
oR17p5bPDqwa0uaHfJfE0j84NAJs,6,1
oR17p5S-ZTw3qZHXFqlv6BdNlzTM,6,1
oR17p5SO9Lng7xsgwVmVqi6NPKh4,6,3
oR17p5ftzjWGfkgiT6SLhmYBdTAE,6,3
oR17p5X6tYhvkenk8WREWN4kBMtk,6,1
oR17p5RMI-Gtz1aICLGa34h553FY,6,1
oR17p5d4l0wUiSJdeBf2D9pZfnLM,6,3
oR17p5Qsg7zbehfdnUARTH1V3EEM,6,2
oR17p5VbpGWqPQfoOCmKFEZfaDbE,6,1
oR17p5SsRPrsIjxWMXkqJy5K7gDg,6,1
oR17p5dzwzl0X39ipqtVyLV55tAc,6,3
oR17p5Z9_ChMp5C7vOTAp4TlQHZA,6,2
oR17p5YThXuRe97JjBi4wC2n-r2U,6,1
oR17p5Zr97k8IK_SgX608IV5nNpw,6,1
oR17p5SsoLPAJ-Wikp1JIN-WkcAo,6,1
oR17p5TP1NnqSTrZi_KqvCgoPWeo,6,1
oR17p5c5anZn8351I3aD483gWkDo,6,5
oR17p5Q7GNsyUufMoqiWGvqDIheU,6,1
oR17p5ZVmVmTPz4lzYYfgkbONubQ,6,4
oR17p5Udk5tN_YBI-ROEy5n4yxyQ,6,3
oR17p5RifrnlY6FP-lR-k5kQXYCk,6,4
oR17p5cu2RM36pdw775cM_4ssVuA,6,1
oR17p5auZx8EFn-23kBHScHwSLTw,6,5
oR17p5QWSON-yiMUBV_1JiF_Xrm8,6,1
oR17p5U1ekPsZYhOx3S0OVghMe0I,6,1
oR17p5bpfPN34HR7cfkGJERU8gjM,6,1
oR17p5e23WmYKVTJHy9L-moHNJcI,6,1
oR17p5YIbkdj2vbUsQ53V0zJS6nQ,6,1
oR17p5ewg_kxw9OfGWac_t2D6SaM,6,1
oR17p5XDNXqEYCSdGg-trKYIbaho,6,1
oR17p5ZdhvHslXlPOfwvsm7F5U_w,6,1
oR17p5fdU9aWdJHY2BNZSt8plJ5o,6,1
oR17p5UaJLl5h7b0mWgGD6kAvKJQ,6,3
oR17p5a-jpdXskF3DDfFZ-lqBsFg,6,2
oR17p5Xpwoq-ZVC_nPTSj0HM6d7g,6,3
oR17p5fJdXi_Jp8LBhT2XdB7RQRY,6,1
oR17p5ZkhJffWiZpLdmBqKpmmC9g,6,1
oR17p5f9_dPqnT5awVbvLOe-E80A,6,1
oR17p5Tp-qc8VoNhcJxIJ8xGYSPQ,6,2
oR17p5dxiZPHkJVt14g8QvRcHGuA,6,1
oR17p5bDJGhEQUdl0BBx8-qhA52g,6,1
oR17p5SHeQ3QjmtoBjyqgmyFfQD0,6,4
oR17p5Rrw0DCVBsx96pTm6EJhzj8,6,3
oR17p5Y3Aq6-_wr__kbSYRG2Dg9E,6,2
oR17p5ZdDu4lm7SqgiGz_5ENxeuc,6,1
oR17p5Qd9x5U42zbsWKBcTjR4vy0,6,1
oR17p5Xloj35hgHZabZHajRicNT4,6,1
oR17p5YdSeaeypowyZfety5E_tyM,6,2
oR17p5VAe2Smirsu3qD8mjNVTQ1o,6,1
oR17p5eL-FJk6krs0O0s2iKS3Lq8,6,3
oR17p5XQgr_LcIifMkOgRiAYtaNg,6,1
oR17p5QdsAkMhONwIr9aGksiNkgY,6,2
oR17p5V0Yafce2P5SE8_xUEvMGtc,6,1
oR17p5VpeyAsTqkx8aGHSqxtCpZ8,6,2
oR17p5Tx7DjwvP4yOUW_AK9B_Tyc,6,1
oR17p5akUi_SRg0zI83f6KaRk0Z8,6,1
oR17p5X-aAsS_H8Bpx2EuJHJliNk,6,3
oR17p5RDYSh7a_K62SoajoSXY6DU,6,3
oR17p5Y8aQEow17CcWYWpjmC2aqQ,6,4
oR17p5TE2-DMb4oGIf0AOcUEP7Dc,6,1
oR17p5fFJaj5Zmsbjyay_ltCHN4g,6,3
oR17p5Y2Y2Q13-hrfOM1KxGoP2m0,6,1
oR17p5f1Xciq1JqFb8U1fu5JUP-4,6,1
oR17p5U6lL4HNC9dGWPJS-pKr4Mc,6,1
oR17p5RcCySO_jECUTFKB2UNFVCY,6,3
oR17p5SKItWE9iJoUcWaidhwI82I,6,3
oR17p5dkfRIbR9IZTODwwmQ0CS6Y,6,2
oR17p5YJH_dOMGX9w6-n16vjHqVI,6,1
oR17p5S3_6PtzJZiGWSTuiaY8YDs,6,2
oR17p5RzDeALxUwQPfyxDlFQM3_0,6,1
oR17p5b__8m7R9GgVH8VU5TWzUC8,6,1
oR17p5a8OUGz6xgZec5TGvCEgKbA,6,4
oR17p5QlZoxifK1Ad1pIVgo44Kyo,6,1
oR17p5RzqazP5YM87r_PNYBtgVFQ,6,4
oR17p5WulmMTOp8RdQLNtV2OzvFE,6,3
oR17p5bYEvAUl5toP_0M0vA6kDII,6,3
oR17p5YMz_yH289RFd0l7lTp6i-c,6,1
oR17p5abPY2To7ZXCGkbMmeO28Hg,6,2
oR17p5QpARJes0YR46BWIWzcCLs0,6,3
oR17p5f7baJNZdBENYF6l50DpiRE,6,3
oR17p5R9dezD2ICaHqcVpy8q-l6E,6,3
oR17p5Za03giLNjp_ZofwB7YcX8E,6,3
oR17p5abtgKirxHlC5axhgwh0DuY,6,1
oR17p5VVGLkHyf38sruf4LhViGW0,6,2
oR17p5cY3pMAu5h7DipmM4EbJGj4,6,2
oR17p5Z8AGcvIcomaDBQAVCT8cRo,6,4
oR17p5R6uUd7QQ1papqjOShYuYwA,6,2
oR17p5WpGX2Sck77_8STA_5KED8g,6,5
oR17p5QpXmiOpIo38QHEDTwcm2cI,6,1
oR17p5SND5OmupYuPnRfzzredigQ,6,1
oR17p5ZmnTPHrXfHPpZ55ZXClYko,6,4
oR17p5b7qB6lCgQG89wdC49L14hM,6,4
oR17p5YWWEAcCVi7cq4-0qdCaPqU,6,3
oR17p5en1wrmzZNxm3B4s4Ft3VxU,6,3
oR17p5UfGmBq26aaDf_zT1YNO3HI,6,1
oR17p5byPzO39ZtJtSDKupykiT4k,6,2
oR17p5YS1fBMoRNvBlWddiszGuDU,6,2
oR17p5cCEwbKV2hjLfv_BaEjk2hk,6,1
oR17p5YkDYVFXlPYZCx-FVeAQiD0,6,1
oR17p5cFCNRQXt69ulVyTKMEykKQ,6,2
oR17p5QkgdZyOh5SaeHQOCvOh03I,6,1
oR17p5RrgCN7byno_-EfbH6QDQcQ,6,4
oR17p5ZhKgXRFkOcpXgEnwFoY2yM,6,4
oR17p5ZRZvgGRR4IYbcW30_G-Yqk,6,3
oR17p5RAXlwG0FaLJ7oceewWr00k,6,2
oR17p5bC7Tx1dFS9R29MCTkDsdH8,6,4
oR17p5d28KBOzrSZaDQMZuTwR0Qg,6,4
oR17p5bnbbQCPJpXZIN_3xWtRyhQ,6,4
oR17p5Qkxg6rVsxJbq_hW4TR3jsc,6,2
oR17p5Z6eQZt-Ii1AmBU5Ie1MokE,6,1
oR17p5TcxxpvplL7jHui-7zDdQ1g,6,1
oR17p5Rq2PuX8ETKBpuCqyhiK30I,6,1
oR17p5Y6V_xPLqkY86cxt-r5hVzg,6,4
oR17p5cDhuf8TPCKWH4VgJPud-EY,6,2
oR17p5d8CL6UfHfdh6yo0CC4FVpI,6,1
oR17p5b_68mqBHg0bQyq9p4kzUM4,6,1
oR17p5RnHwRVUhP2_6qLl-1In1_A,6,3
oR17p5QPSU3czojqaT01dBfOnsHY,6,1
oR17p5a2O2-bGvuIZvGQ4HmMMCwI,6,2
oR17p5QiWk2GyOCjoLIypOqcK_68,6,1
oR17p5a_2K5u7SO5bfKbL746v1ww,6,1
oR17p5Zh_Oy_xkdJ5ImRhbImGz4o,6,3
oR17p5RlCyC5N6Oid0pXKFJysUQ0,6,1
oR17p5TojHHW9s7v6OQB4KV7-N88,6,2
oR17p5Q2yDN8K-NRUsFvLoGSSGkU,6,3
oR17p5XCliQIjeABmQh3x1vKrol4,6,2
oR17p5fFytLsiX7szvcjI87FhYl8,6,2
oR17p5ZNes3TeLHuk3bv9JMICRes,6,1
oR17p5XH744xi_S-l6BPs5bKW5DA,6,2
oR17p5V9SD4BY5Aul74P96aXn210,6,1
oR17p5RxE6UEF2N2VyRTrqoSWQTE,6,1
oR17p5cKfTtsqtNnQt6IxIxpOj7Y,6,1
oR17p5XGC-WcL3QYqgZRZhW_PeaA,6,1
oR17p5c9RNH0CxCGU3rx1BUFxlsk,6,5
oR17p5Zblb_POkeyfqndk4mus5rU,6,2
oR17p5ZJ-WK_TwlDIU-TuBkkz7fQ,6,3
oR17p5YbBztUb_haJg5MydWs4dGI,6,3
oR17p5ZrjA1jLGHfIgiduX3JTwpY,6,1
oR17p5QDq54WZ3IA4sUBsBtkv1Gw,6,3
oR17p5fvrwBV7U3ljQrqBj2s2Tr8,6,3
oR17p5XLNabJfcaMXLvC0ZpopP0s,6,1
oR17p5Z60CPK8fvFbDiGzUk-28eY,6,4
oR17p5YJAtYUVq3zNkP8nptBxr9c,6,2
oR17p5cHz_TI6aBLpXRxi-JsWY18,6,3
oR17p5Zhvfh--jU0siy65xJKGhxM,6,1
oR17p5bno8MvazHpdosZsJGQ5m-s,6,3
oR17p5RGXaWKmCVdEHH9McZAR90w,6,1
oR17p5ZcYijP13lA2R7JwmjQDQfo,6,2
oR17p5fASuwfS8JCrm3uHvef5YaU,6,2
oR17p5amZVHq9L_UMdVsb76hSxKk,6,2
oR17p5d_JOn5NaEToeYw_4YgaWVY,6,2
oR17p5RrpuSoktp44qI-O9liJHyE,6,2
oR17p5dZVI2Bh59UlPG5mZfc8REI,6,3
oR17p5eKNA4YRX8lQQFBtSfHpP3I,6,2
oR17p5TXgNBlJdM7eJSmLly-13oA,6,3
oR17p5dmmMM3AHjbOVbReQl5Qdko,6,1
oR17p5fGBjYVAzvNo5cqS6Mb0QY0,6,1
oR17p5Yv4D8SFYGsXpJsnCa1TRCc,6,1
oR17p5WeEnhtdjSbp26pGepnytdQ,6,1
oR17p5fKB0gJHXV5OkeKDoURDVqQ,6,1
oR17p5QrrKNoL3KEy_ZQYsvyOTDg,6,2
oR17p5WHNnOPjIHT9vdutOhKefC4,6,1
oR17p5cGgFrRYhUuIoiMHx7Y5TQo,6,1
oR17p5byixk1AOBmtrYSvL7Y0iPA,6,2
oR17p5WXP5w4SOofeX6NbvL7d5Hs,6,2
oR17p5UJq6yAHO42PuUUrHs5zPPc,6,1
oR17p5e9PdQrsHTOWeSwBjkTLaj0,6,1
oR17p5YsAMq-VdD2XiiOmZHrhjIs,6,1
oR17p5UUjzfkxLz12NV61NCkpwS4,6,2
oR17p5UH3Zx-siH1C-ChhUpUpvw0,6,1
oR17p5VnIWaLkLdAg8wVNWKOU-i4,6,3
oR17p5VL01cXtxKzRRixFTcrVxQU,6,3
oR17p5bPpDW-ThQ-1R_MzTGaW_us,6,1
oR17p5Yy_7U1r6_apa2nqLDnON20,6,1
oR17p5T4DE2Bi_mRGArhcztGx2jg,6,3
oR17p5QRHy1_zp6EKIqjmhW4YsiI,6,3
oR17p5f5QWaO96U5iM-7AtLMHk2g,6,1
oR17p5cGz3BvwTfLBaeP8-0aLMvo,6,1
oR17p5VEe_DT50bDTNccXM23_5CA,6,3
oR17p5U-of9W_hbsKMm_ogg74qwM,6,1
oR17p5ZcgRxTHbnsPpPmLNVtzqYg,6,1
oR17p5e_crertP2sva_fTRU9eqq4,6,1
oR17p5Xi0SyGae8pq2niTuWXavFo,6,1
oR17p5VlL5lId8i9s3_ljGG3ZWq0,6,3
oR17p5X3nHF_sklMKccqFEwENgOE,6,4
oR17p5bbh4cJrFnQUXIWGY50mqzs,6,2
oR17p5XTVajdV-sFLVrhpw1Mto9Q,6,2
oR17p5V7mXFRRPHILcCZG4m9MFnA,6,1
oR17p5WnaQVrqLrapaF_fbzvrhSI,6,2
oR17p5RF65a4bPdjchafk3_xpOBw,6,3
oR17p5RIx3lmgFwEKmZ26UNo0qoE,6,1
oR17p5RlYiH8SWnFR-SVn3-fJ1Zs,6,1
oR17p5SWg35ONWSM5NAyM-EwHkMA,6,3
oR17p5TEJF1Cyx9JHKuRx5wYRXWE,6,2
oR17p5XY5CKDjXXdZEuSfqcNcPp0,6,2
oR17p5TQpNSjAhjRnnJCYh8BWCBU,6,3
oR17p5e5Awo28QxKNFolCjl7ovUg,6,1
oR17p5Tn3HzBNu5Fxof1t8KB1Spk,6,3
oR17p5QyhVrrnggqdTn-tajUQoU4,6,4
oR17p5ccxkDgBpQ_mRnJasLvp7ig,6,1
oR17p5UatvZwFRiV7Da2sO8iSAbA,6,2
oR17p5UCHWh7EGrmhBM_Dv7RXWso,6,1
oR17p5caX4TSikFuLLSA_RsF1sQE,6,3
oR17p5VQkLa4HNOE4hWjIdRHfLU4,6,4
oR17p5Y6f18mkjlJc1zthaBFsk2w,6,2
oR17p5ZJcUNWbDWw2x6Y_WX0uJH4,6,2
oR17p5fIAzX2l4NuGumbH3QTO8vI,6,2
oR17p5bVwU-QTsvVkiFGJScBqpio,6,1
oR17p5Z_qfcV_tlGKKEC3tj1N1RM,6,3
oR17p5cETRwU93LKVWt6waiTnld0,6,1
oR17p5SGs2Nqmi2-d4DI2PMhShd4,6,3
oR17p5e9Ds3mejnNypubq5dv_4MA,6,1
oR17p5Qd3P4aueBb-GX0dU5i1fdw,6,1
oR17p5ezMcKIKBRpcOqb_gNunjkI,6,1
oR17p5Uykh59Yx-J59cRMRunmf6k,6,2
oR17p5ZABkU-7JH7VlJyS58OpmdE,6,3
oR17p5ZaArPM01XlW4ElLhONOZOE,6,1
oR17p5XwcN49y-DdHKes3KSlGFDI,6,1
oR17p5XRSIbrxqOtWNMPvqDZsoJE,6,2
oR17p5TXSkTc1u7GzVgvQnmWdf7M,6,2
oR17p5RKTmiV98lQDgYuWRpgLB_A,6,3
oR17p5UGPLHRDC4cCzYbeCuLPLA4,6,1
oR17p5Qbk5kGPgeW-cVlMyrM-Tdc,6,1
oR17p5faONNONexM8_hfJeDfFvlE,6,3
oR17p5S7u4eJzr2DXjuA9kECUSq8,6,3
oR17p5ec8uGwmWQj1ZlmWEud2Y6U,6,1
oR17p5fSQO45G2jKv-DwHDBMK5_I,6,5
oR17p5W6NCWikQYAR_SRT_IsfzPw,6,1
oR17p5apud0bdl9Mht-D81nij2ko,6,2
oR17p5bqcviiu69vuM3iMuyn3x5U,6,1
oR17p5eVdBqR36YzShLV-40zPtSc,6,1
oR17p5cbDvLYtycwe-mbeWhnQIng,6,1
oR17p5W2PtssTjTVj9ITedcwwP7Y,6,1
oR17p5QxW29r2Z4UPCmdmVhP3RkM,6,1
oR17p5Q8IRi7vC6FPIAFaMQ4tN4s,6,1
oR17p5d6YSK4XgtqtCB3ju6pUAuU,6,1
oR17p5Xv2B59DSphHtL_papMKnqk,6,3
oR17p5TB78qdQJ-L0H4r_bpo3Sgo,6,1
oR17p5WIU6nv-L4t09gXD2Ejq284,6,1
oR17p5ShNxc3GBUvCXgcEcSjis8c,6,1
oR17p5Ztyz06Zr-_PiP3Umx91RI8,6,1
oR17p5aetWseG_WlDKgV9dUEUCUA,6,3
oR17p5V5roy40Cl3XgnpB1nshvG0,6,1
oR17p5fEsxVCppHeNcTc4zFjCoa0,6,2
oR17p5bKh4YStCP64V4CXwZ6svVM,6,2
oR17p5Yue4S_khcvH949f3CgH8Gg,6,4
oR17p5aA-ATX1XuqgfV1VTdT3Xcw,6,2
oR17p5fODuUzMipjhOuiwVmeZESQ,6,1
oR17p5SuwIRpwtOVsEIKKm79IjI4,6,2
oR17p5XBcWyWUAFAYDRJ5p5UGtbA,6,3
oR17p5dL0fWAg3JgmxouD11TpN-w,6,1
oR17p5TjJx7YBEEgKeCbD7RXHlUA,6,2
oR17p5SZEDs7h6jpiyzP1-62dh_k,6,2
oR17p5bj9D274ia4JjIdSrGGY1II,6,1
oR17p5VFQ0qcv-Ihmo06AsVyIHVA,6,1
oR17p5WF6xdG-Dz7zJEar2gZxcO0,6,4
oR17p5Rpt3DBBsy1J9kp_iswPWys,6,2
oR17p5ahybcwjhREkGeIroXcHFEY,6,1
oR17p5el3iD-l4G5D7N4O6peN6XM,6,2
oR17p5ZM5e1JCTy_Qe5nbfUZl2D0,6,2
oR17p5RgYAPMhH2Sy28iESKG1M14,6,2
oR17p5WMKEt2VAeYsKNesM_eJptU,6,2
oR17p5bVUIqeLfaU16fKKptaBD2s,6,3
oR17p5ZZTuCL8gqQtB8gS492Z4S0,6,3
oR17p5WUE-JOHU7gXQ_2M9zADzPE,6,2
oR17p5eIJMNZjivbfIDW_vvx8eTI,6,3
oR17p5RYlQT797QzBB4EO_fUsVGM,6,1
oR17p5QRLtCcweA1KAaOnwQy0vc4,6,1
oR17p5WfihVWuFAPJfjaNM1PLoqo,6,2
oR17p5VIif1324VFPGiFG9ltdnpQ,6,1
oR17p5aQfe2kogww1XHUz1H2qP8A,6,1
oR17p5cEqtgTd-JG6leUz9eC0b5E,6,1
oR17p5Zfg942OFl-Zw1c-IhC2PTU,6,2
oR17p5dRNa7wYhMzC0ZBQ-UDpy2s,6,3
oR17p5Y5E7nV15u5lfGQX0ztXahk,6,2
oR17p5V_qDulaxbQoNkLbc6f-CQQ,6,2
oR17p5bvJavs2YuCnX2v-QbO0nIQ,6,1
oR17p5YJtpcIXEow33VZxDY01U5o,6,2
oR17p5XCz4idNK11g5QngJrqMOkk,6,2
oR17p5UMYnZUZ2YZyYDLNIKIOjRw,6,1
oR17p5e1cXsBIHknZ6YPsdNJYDhM,6,2
oR17p5QCFUrAtRxxLLOgdB3TUsw8,6,2
